branching_types,n_end,uscat,k,device,dtype,density_dtype,density_device,uscat_dtype,uscat_device
ba,20,(0.7749601603704959-0.22878976135777968j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,20,(0.8337066076899577+0.5651899956618593j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,20,(-0.8020706500355326+0.4279099029262447j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,20,(0.234127613538135-1.1952427900548699j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,20,(-0.4950522404776012+1.0601094812669043j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,20,(0.8395656407839489+0.14419100896613146j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,20,(0.7425552955953125+0.6182767091693886j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(-0.741332240839629-0.6696603876783029j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(-0.30763974591319493-1.110861167383096j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(0.5422183157079936-0.890259210563503j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(0.7749601603704986-0.22878976135778017j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(0.83370660768996+0.565189995661862j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(-0.8020706500355345+0.4279099029262476j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(0.234127613545003-1.1952427900575446j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(-0.49505237866368257+1.0601095708379624j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(0.8374526999336238+0.14780313675688245j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,21,(1.0950149158868228+0.440221710905068j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(-0.7413322408396259-0.6696603876783013j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(-0.3076397459131922-1.1108611673830926j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(0.5422183157079918-0.8902592105634977j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(0.7749601603704945-0.22878976135777906j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(0.8337066076899561+0.5651899956618582j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(-0.8020706500355304+0.42790990292624687j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(0.234127613545197-1.1952427900580833j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(-0.49505237094955806+1.0601095864369348j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(0.8384591284577542+0.14777460904050332j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,22,(0.7889747748637228+0.2083813013482246j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(-0.7413322408396275-0.6696603876783022j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(-0.3076397459131934-1.110861167383094j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(0.5422183157079926-0.8902592105635003j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(0.7749601603704965-0.2287897613577796j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(0.833706607689958+0.56518999566186j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(-0.8020706500355326+0.4279099029262472j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(0.234127613545179-1.195242790058126j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(-0.4950523693106277+1.0601095859434049j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(0.8383534275643363+0.14759653053765612j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,23,(0.7546375723421404+0.4876017232374422j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(-0.7413322408396273-0.6696603876783022j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(-0.307639745913193-1.1108611673830944j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(0.5422183157079928-0.8902592105635003j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(0.7749601603704965-0.22878976135777923j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(0.8337066076899574+0.5651899956618605j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(-0.8020706500355324+0.4279099029262461j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(0.2341276135451755-1.1952427900581253j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(-0.4950523693198827+1.0601095857894423j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(0.8383330686322119+0.14762735090959397j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,24,(0.9124702566208169+0.4211116813238155j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(-0.7413322408396288-0.6696603876783023j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(-0.30763974591319504-1.1108611673830953j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(0.5422183157079934-0.8902592105635029j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(0.7749601603704988-0.2287897613577799j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(0.8337066076899589+0.565189995661862j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(-0.8020706500355329+0.42790990292624803j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(0.23412761354517753-1.1952427900581304j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(-0.49505236933223484+1.0601095857860856j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(0.8383387334201021+0.14762847054353018j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,25,(0.8353042687640135+0.36603726998542296j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(-0.7413322408396268-0.6696603876783014j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(-0.3076397459131931-1.110861167383093j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(0.5422183157079923-0.8902592105634997j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(0.7749601603704961-0.22878976135777943j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(0.8337066076899573+0.5651899956618596j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(-0.8020706500355319+0.4279099029262474j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(0.2341276135451768-1.1952427900581268j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(-0.4950523693328871+1.060109585786851j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(0.83833863566827+0.14762767842134675j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,26,(0.8366555208828825+0.41014735957234627j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(-0.7413322408396299-0.6696603876783029j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(-0.3076397459131959-1.110861167383097j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(0.5422183157079936-0.8902592105635045j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(0.7749601603704996-0.22878976135778076j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(0.8337066076899609+0.5651899956618623j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(-0.8020706500355341+0.4279099029262486j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(0.23412761354517536-1.1952427900581317j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(-0.49505236933286695+1.0601095857869312j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(0.8383385435329973+0.14762771304729475j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,27,(0.8498339451431236+0.39954800641037147j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(-0.7413322408396281-0.6696603876783016j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(-0.30763974591319465-1.110861167383094j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(0.5422183157079925-0.8902592105635018j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(0.774960160370497-0.22878976135778004j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(0.8337066076899586+0.5651899956618602j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(-0.8020706500355324+0.4279099029262483j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(0.23412761354517553-1.1952427900581295j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(-0.49505236933285746+1.0601095857869312j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(0.8383385488083333+0.14762772266055915j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,28,(0.8444322823661516+0.3981510063736483j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(-0.7413322408396261-0.6696603876783014j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(-0.307639745913192-1.1108611673830922j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(0.5422183157079916-0.8902592105634979j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(0.7749601603704941-0.2287897613577794j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(0.833706607689957+0.5651899956618582j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(-0.8020706500355315+0.42790990292624687j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(0.23412761354517364-1.1952427900581246j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(-0.49505236933285846+1.0601095857869285j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(0.8383385497760325+0.14762772208466096j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,29,(0.8449991705392282+0.39963100974414456j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(-0.741332240839625-0.6696603876783008j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(-0.307639745913191-1.1108611673830906j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(0.542218315707991-0.8902592105634959j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(0.7749601603704922-0.2287897613577796j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(0.8337066076899566+0.5651899956618562j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(-0.8020706500355317+0.42790990292624576j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(0.23412761354517136-1.195242790058121j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(-0.49505236933285934+1.0601095857869294j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(0.8383385497273061+0.14762772198618251j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,30,(0.8452278258276247+0.39930983210690707j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(-0.7413322408396238-0.6696603876783014j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(-0.307639745913189-1.11086116738309j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(0.542218315707991-0.8902592105634931j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(0.7749601603704909-0.2287897613577787j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(0.8337066076899549+0.5651899956618558j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(-0.802070650035532+0.4279099029262442j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(0.2341276135451738-1.1952427900581168j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(-0.4950523693328592+1.0601095857869252j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(0.8383385497172169+0.14762772198913615j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,31,(0.8451412034291228+0.39930372251780855j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(-0.7413322408396266-0.6696603876783018j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(-0.3076397459131926-1.1108611673830937j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(0.5422183157079921-0.890259210563499j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(0.7749601603704954-0.2287897613577798j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(0.833706607689958+0.5651899956618592j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(-0.8020706500355334+0.4279099029262461j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(0.2341276135451738-1.1952427900581242j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(-0.49505236933286245+1.0601095857869272j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(0.8383385497172648+0.1476277219901326j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,32,(0.8451484097710769+0.39931921155188155j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(-0.7413322408396246-0.6696603876783j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(-0.30763974591319126-1.1108611673830897j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(0.5422183157079901-0.8902592105634958j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(0.7749601603704922-0.22878976135777965j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(0.8337066076899562+0.5651899956618562j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(-0.8020706500355311+0.4279099029262464j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(0.23412761354517242-1.1952427900581224j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(-0.4950523693328591+1.060109585786929j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(0.8383385497173534+0.14762772199015387j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,33,(0.8451503019877045+0.3993168553568578j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(-0.7413322408396275-0.6696603876783015j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(-0.3076397459131939-1.110861167383094j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(0.5422183157079925-0.8902592105635008j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(0.774960160370497-0.2287897613577793j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(0.8337066076899571+0.5651899956618608j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(-0.802070650035531+0.4279099029262473j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(0.23412761354517575-1.1952427900581273j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(-0.495052369332855+1.060109585786929j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(0.83833854971736+0.14762772199014676j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,34,(0.8451498359705331+0.399316725891237j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(-0.7413322408396282-0.669660387678302j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(-0.30763974591319454-1.1108611673830944j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(0.5422183157079928-0.8902592105635019j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(0.7749601603704979-0.22878976135777998j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(0.8337066076899586+0.5651899956618611j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(-0.8020706500355328+0.42790990292624786j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(0.2341276135451758-1.1952427900581297j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(-0.4950523693328591+1.0601095857869307j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(0.8383385497173608+0.14762772199014612j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,35,(0.8451498412053025+0.39931679623335814j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(-0.7413322408396332-0.6696603876783043j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(-0.30763974591319887-1.1108611673831008j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(0.5422183157079958-0.8902592105635103j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(0.7749601603705045-0.22878976135778084j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(0.8337066076899624+0.5651899956618662j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(-0.8020706500355341+0.42790990292625153j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(0.23412761354517814-1.1952427900581397j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(-0.49505236933285646+1.0601095857869374j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(0.8383385497173663+0.14762772199014274j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,36,(0.8451498500941299+0.39931679298000144j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(-0.7413322408396338-0.6696603876783045j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(-0.30763974591319987-1.1108611673831015j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(0.5422183157079961-0.8902592105635116j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(0.7749601603705057-0.2287897613577817j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(0.8337066076899644+0.5651899956618669j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(-0.8020706500355363+0.42790990292625164j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(0.23412761354517844-1.195242790058141j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(-0.4950523693328603+1.0601095857869387j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(0.8383385497173663+0.14762772199014484j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,37,(0.8451498494725338+0.3993167919698089j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(-0.7413322408396275-0.6696603876783023j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(-0.30763974591319326-1.1108611673830944j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(0.5422183157079925-0.8902592105635j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(0.7749601603704963-0.2287897613577798j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(0.8337066076899584+0.56518999566186j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(-0.8020706500355332+0.42790990292624653j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(0.2341276135451739-1.1952427900581257j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(-0.4950523693328612+1.0601095857869298j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(0.8383385497173603+0.14762772199014532j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,38,(0.845149849362024+0.3993167920583729j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(-0.7413322408396258-0.6696603876783012j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(-0.30763974591319193-1.1108611673830917j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(0.5422183157079914-0.8902592105634978j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(0.7749601603704938-0.22878976135777992j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(0.8337066076899576+0.5651899956618576j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(-0.8020706500355326+0.42790990292624753j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(0.23412761354517508-1.1952427900581253j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
