branching_types,n_end,uscat,k,device,dtype,density_dtype,density_device,uscat_dtype,uscat_device
ba,39,(-0.49505236933285823+1.0601095857869278j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(0.8383385497173581+0.14762772199014615j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
ba,39,(0.8451498493730354+0.39931679207056614j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(-0.7009373613473742-1.0811585241050148j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(0.13757642693420757-0.8289024976315608j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(0.32082278629105265-0.6156151751363799j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(0.7045484424266211-0.15722632349229793j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(0.6708504282400949+0.6245162596494485j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(-0.6383969760923406+0.4306324528855618j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(0.1662692676434488-0.7160311259121828j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(-0.25313001893806003+0.6860700374582827j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(0.7031464847870843+0.1661568311557391j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,1,(0.6642842401830107+0.41545787771435505j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(-1.2724444176210574-0.6512232561781957j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(-0.25074416852873416-2.537601631717213j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(0.8445618471966172-0.527241372191403j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(0.7252824926180266-0.3130821704455332j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(0.9555821002959033+0.79321095057478j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(-0.7198259388281689+0.41505294353793043j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(0.46011391985387184-1.2090347740668916j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(-0.5992662374788258+0.9887533439185379j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(1.0799015307317748+0.1847353916999389j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,2,(0.9645609140206449+0.6111899246065129j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(-1.3533486331756501-0.6501711414856097j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(-0.943435074689787-2.1971531716399344j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(1.3533496733356771-1.0516203921321106j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(0.8213351328054921-0.17356003757663746j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(1.8362345387440824+0.5156385887638417j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(-0.9918002714595064+0.46110649823704764j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(0.651808918798242-1.3935315947216749j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(-0.7317897322410274+1.1822881466291206j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(1.2252256811065103+0.05939938401666105j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,3,(1.3994549368126274+0.557718579092262j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(-1.355217636498696-0.6573233924845587j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(-0.8787995655620167-2.184389032727389j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(1.2228958602960391-1.1439685615266229j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(0.9638337598048381-0.1292911448537153j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(1.3065300765605687+0.27917213166584987j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(-0.8665037801935902+0.3654731235107679j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(1.2803634669415045-1.6356972141709778j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(-1.0925470027971347+1.0763752734690444j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(1.2578559039258097+0.020534459229195848j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,4,(1.3957653590722767+0.5555359988878645j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(-1.3559111663498666-0.6577711312734433j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(-0.8771606738628105-2.1877138217151106j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(1.2135573635445553-1.1261055120067018j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(0.966718511614894-0.17750427091192372j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(1.2238866971067959+0.48794733258724843j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(-1.0377037376271452+0.1280193193487632j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(1.1293027868104915-1.9486500125138373j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(-1.1356732827610423+1.1803426953390483j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(1.0960561609380854-0.06404225456001306j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,5,(1.4532612283031296+0.3101195035371891j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(-1.3559303483467577-0.657809885095502j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(-0.8771410793911208-2.187979636817283j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(1.2149417500426074-1.1252988052204436j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(0.9591653391810788-0.17617777882808514j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(1.3009216016606078+0.5006406506533665j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(-1.2282380397655175+0.3327008283578711j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(1.6753000297535015-2.4817114968671743j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(-1.5425305501386584+1.0094972396871422j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(1.0788295073289254-0.023509367064771233j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,6,(1.3636521896272797+0.30977863061332567j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(-1.3559331961601915-0.6578131178056235j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(-0.8771440908089121-2.187998568750318j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(1.2150289047507454-1.1253355154846734j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(0.9593402655399372-0.17538542662792722j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(1.300222237159909+0.4857447144531072j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(-1.0810150823188764+0.3849487728548936j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(0.2720947389972203-2.8011705629113655j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(-1.6822123539951217+1.6692154191974837j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(0.9748957814811399-0.0658859089619342j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,7,(1.3422034634277193+0.15132527817789512j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(-1.3559333450671112-0.6578134161438554j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(-0.8771443103137013-2.188000167434031j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(1.2150325155700605-1.1253398055426036j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(0.9594040178730497-0.17538524431560298j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(1.2981222745439507+0.48579401004459644j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(-1.0904586951052573+0.32943118413266925j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(0.5430612701128525-1.8654103422786528j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(-1.5352773174771701+1.6427644020116419j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(0.9289393005294218+0.03698585644792109j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,8,(1.210436734841633+0.18187846940799884j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(-1.3559333609575988-0.6578134453800949j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(-0.8771443332978275-2.1880003212200254j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(1.2150327071330373-1.125340105320885j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(0.9594059896785976-0.17538894564293087j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(1.2980756100621238+0.4860422055663618j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(-1.1008254178891212+0.33733982553262426j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(0.9794165534189592-2.1478012641466444j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(-1.2631435929724846+2.1004482620520815j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(0.9248436964470839+0.035205465863341744j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,9,(1.2002809784279882+0.13987310313349907j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(-1.355933362424848-0.657813448347546j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(-0.8771443355552712-2.1880003374610064j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(1.2150327254138669-1.1253401273792647j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(0.9594058899594435-0.175389183373824j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(1.298098983895784+0.48605502231558345j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(-1.0989333976769298+0.33838982822390956j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(0.7840605915181277-2.26656208181243j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(-0.8110454308731889+1.435699139999056j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(0.8881189720651603+0.15607691664900455j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,10,(1.069503453999399+0.1703716066229643j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(-1.3559333625769265-0.6578134486541465j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(-0.8771443358250578-2.188000339269097j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(1.2150327276238277-1.1253401293699454j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(0.9594058753641814-0.17538918917390017j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(1.298100931971911+0.4860536064976955j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(-1.0988779389704681+0.33813577832514596j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(0.7868674820971471-2.1954050014792816j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(-1.4106367374825934+1.2982556187254972j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(1.0218785205151377+0.1713734135527195j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,11,(1.0837727263814476+0.23608589950534803j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(-1.3559333625925154-0.657813448686046j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(-0.8771443358597396-2.188000339476856j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(1.2150327278987763-1.1253401295838328j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(0.9594058744305273-0.17538918876672127j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(1.2981009285737222+0.48605341333755847j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(-1.0989019301386886+0.3381335442204963j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(0.7991794327973583-2.2038480581181314j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(-1.3931069401463052+1.7032742269416534j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(1.0210816924263348+0.12948645758144522j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,12,(1.009910945095342+0.25775957947669803j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(-1.3559333625941117-0.6578134486893585j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(-0.8771443358644136-2.1880003395012295j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(1.2150327279327562-1.1253401296091083j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(0.9594058743995615-0.17538918869187475j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(1.2981009180761267+0.48605340315140344j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(-1.0989022448352157+0.33813533406455715j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(0.7971753084691284-2.2049494098487465j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(-1.1983962187727704+1.5752007001435486j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(1.0897164324895383+0.12164604248268773j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,13,(1.0726284063763123+0.38939611305772825j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(-1.3559333625942724-0.6578134486896985j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(-0.8771443358650568-2.18800033950413j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(1.2150327279369442-1.125340129612241j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(0.9594058744012686-0.1753891886838032j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(1.2981009169978555+0.48605340299671373j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(-1.0989021382290929+0.33813539149251265j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(0.7971301852861754-2.204694438868834j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(-1.2808734692073673+1.5458675813786027j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(1.0343009853897212-0.049649789435233224j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,14,(1.1307582577390956+0.3491925222069299j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(-1.3559333625942878-0.6578134486897327j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(-0.8771443358651453-2.1880003395044767j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(1.2150327279374602-1.1253401296126384j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(0.9594058744018104-0.17538918868300946j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(1.2981009169215525+0.48605340302440936j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(-1.098902131256895+0.33813538733040144j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(0.7971521758551978-2.204692843318034j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(-1.2744326353530837+1.570624286742364j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(0.8967025463526581+0.11055194017204047j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,15,(1.1606523763421464+0.38560671975868305j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(-1.3559333625942882-0.6578134486897358j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(-0.8771443358651575-2.1880003395045193j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(1.2150327279375244-1.1253401296126895j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(0.959405874401899-0.17538918868293168j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(1.2981009169168625+0.4860534030284005j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(-1.0989021312009237+0.33813538673842747j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(0.7971527494045318-2.204694288971715j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(-1.2706804019354216+1.5663214969002475j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(1.032039367151817+0.16385465691829806j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,16,(1.25405804169445+0.3125950513911682j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(-1.3559333625942889-0.6578134486897365j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(-0.8771443358651596-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(1.2150327279375328-1.125340129612697j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(0.959405874401912-0.17538918868292397j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(1.2981009169165714+0.48605340302879596j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(-1.0989021312351768+0.3381353867077641j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(0.7971526797532982-2.2046944149185714j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(-1.2716448219591876+1.5661359785699704j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(1.0364086641795303+0.05336830567696656j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,17,(1.157665371722218+0.21545323126287325j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(-1.3559333625942895-0.6578134486897362j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(-0.87714433586516-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(1.2150327279375335-1.125340129612698j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(0.9594058744019138-0.17538918868292364j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(1.2981009169165505+0.48605340302883293j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(-1.0989021312387577+0.3381353867084489j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(0.797152663325849-2.2046944148713603j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(-1.2716137814855082+1.5662653844414982j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(0.979678892490818+0.08688867097710462j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,18,(1.1351775185123545+0.26182091294639753j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(-1.3559333625942893-0.6578134486897365j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(-0.8771443358651598-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(1.2150327279375333-1.1253401296126981j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(0.9594058744019137-0.17538918868292364j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(1.2981009169165492+0.48605340302883626j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(-1.0989021312389071+0.33813538670870846j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(0.7971526627183677-2.2046944134019775j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(-1.2716012590996106+1.5662583700643031j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(1.0074099589450016+0.09971125677411155j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,19,(1.0691786140272355+0.25197801665916103j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,20,(-1.3559333625942886-0.6578134486897362j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,20,(-0.8771443358651594-2.1880003395045247j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,20,(1.2150327279375333-1.1253401296126975j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
